report_date,context,branch,division,group,description,barcode,qty,total_amount
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"SPRINKLES , (R)",,55.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"STRAWBERRY , (R)",,1221.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,SWITCH TO ICE CREAM,,20.0,7151351.26
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"WHIPPED CREAM ,",,175.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM . (P),,8.0,243675.67
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"WHITE CHOCOLATE SAUCE , (R)",,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,BLUEBERRIES .(P),,9.0,243675.67
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"BROWNIES,(R)",,310.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CARAMEL SAUCE ,(R)",,200.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,CHERRY JAM .(P),,2.0,30459.46
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRISPY CREPE ,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRUSHED LOTUS,(R)",,72.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"CRUSHED OREO ,(R)",,13.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE CHIPS .(P),,7.0,213216.21
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE SAUCE .(R),,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"FRUIT LOOPS ,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,GRANOLA BERRIES .(P),,0.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"GUMMY BEARS,(R)",,8.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,LOTUS SAUCE .(R),,12.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,MARSHMALLOWS .(R),,15.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"NO TOPPINGS ,",,29.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"NUTELLA SAUCE ,(R)",,444.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"PISTACHIO SAUCE,(P)",,27.0,791945.92
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,PISTACHIO TOPPING.,,109.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,RASPBERRIES .(P),,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"SALTED PRETZELS,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"SPRINKLES,(R)",,11.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,STRAWBERRY .(R),,465.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,"WHIPPED CREAM ,(P)",,1.0,30459.46
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,WHIPPED CREAM .,,85.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,FREE MINI TOP,FREE MINI TOP,switch to ice cream.,,4.0,1430270.25
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,CARAMEL FRAPPE,,51.0,27353918.55
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,CARAMEL MOCHA FRAPPE,,10.0,5363513.44
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,ESPRESSO FRAPPE,,5.0,2238108.08
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,HAZELNUT FRAPPE,,2.0,1072702.69
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,,3.0,1609054.03
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,MATCHA FRAPPE,,3.0,1879216.23
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,MOCHA FRAPPE,,14.0,7508918.82
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,SALTED CARAMEL FRAPPE,,2.0,1072702.69
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,TOFFEE NUT FRAPPE,,6.0,3218108.07
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,VANILLA FRAPPE,,2.0,1072702.69
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Frappes,Frappes,WHITE MOCHA FRAPPE,,5.0,2681756.72
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,,43.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,,32.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,,1080.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,,11.0,655540.53
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,,222.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,,17.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,,18.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,,1271.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,,4.0,121837.83
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,,399.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Free Conut Spreads,Free Conut Spreads,[NO SPREAD],,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,BALKIS LEMONADE,,1.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,,10.0,4171621.57
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,,3.0,1251486.47
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WATER,,473.0,37584321.76
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,,3.0,1251486.47
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,,3.0,1251486.47
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,,29.0,12097702.54
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,,10.0,4171621.57
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,,292.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,,9.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],,69.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],,34.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Dressing,[NO DRESSING],,57.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],,5.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,,107.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,,73.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,AMERICAN COFFEE,,8.0,2860540.5
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,CAFE MOCHA,,5.0,2536081.12
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,,4.0,953513.5
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,CAFFE LATTE,,47.0,19606621.36
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,CAPPUCCINO,,1.0,417162.16
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,CARAMEL MACHIATO,,7.0,3754459.41
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,,55.0,18063783.51
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,ESPRESSO MACCHIATO,,1.0,328432.43
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,,1.0,388027.02
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,HOT CHOCOLATE COMBO,,20.0,13243243.23
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,,29.0,6912972.88
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,,6.0,3043297.34
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,,195.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,,128.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,,18.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,,33.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,,66.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY BERRY MIX,,86.0,107627837.67
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,,60.0,78664864.7
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY COMBO.,,18.0,70798378.86
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY PISTACHIO,,227.0,324671350.36
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ONE,,635.0,794693917.66
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,,140.0,166864864.7
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,,225.0,294993242.62
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,,5.0,2383783.75
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CINNAMON SUGAR RINGS,,22.0,9177567.45
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CLASSIC CHIMNEY,,301.0,179379731.76
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT BERRY MIX,,228.0,203813514.15
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT BITES,,114.0,74731622.3
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,,121.0,111849783.99
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT COMBO,,33.0,90464594.36
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT PISTACHIO,,326.0,330273243.63
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT THE ONE,,680.0,607864866.76
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT THE ORIGINAL,,380.0,328617838.79
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,,422.0,390087676.4
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,ICE CREAM BOWL,,266.0,158521623.42
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI BERRY MIX,,102.0,51736054.8
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,,61.0,32717432.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI PISTACHIO,,134.0,83938325.09
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI THE ONE,,254.0,128832920.78
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI THE ORIGINAL,,184.0,87723242.07
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,,169.0,90643377.17
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,PISTACHIO CHIMNEY,,18.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,PISTACHIO CONUT,,33.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,PISTACHIO MINI,,66.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,THE ONE CHIMNEY,,18.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,THE ONE CONUT,,33.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,THE ONE MINI,,66.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,THE SHARING BOX.,,66.0,110130811.28
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TIRAMISU CHIMNEY,,43.0,56376486.37
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TIRAMISU CONUT,,33.0,31465946.01
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TIRAMISU MINI CONUT,,14.0,8343243.34
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,,18.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,,33.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,,66.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,NO MARSHMALLLOWS,,2.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,TOASTED MARSHMALLOWS,,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MILK OPTIONS,MILK OPTIONS,FULL FAT MILK,,204.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MILK OPTIONS,MILK OPTIONS,LACTOSE FREE MILK.,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MILK OPTIONS,MILK OPTIONS,MILK OPTIONS,,21.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MILK OPTIONS,MILK OPTIONS,SKIMMED MILK.,,11.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),,8.0,720432.42
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CARAMEL SAUCE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CHERRY JAM (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,FRUIT LOOPS (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GUMMY BEARS (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,LOTUS SAUCE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,MARSHMALLOWS (R),,6.0,540324.31
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PASSION FRUIT SAUCE (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED CARAMEL SAUCE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),,4.0,360216.21
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),,17.0,1530918.89
30-Jan-26,Years:2025 Months:0,Conut - Tyre,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,"WHITE CHOCOLATE SAUCE, (R)",,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,,2.0,1549459.47
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,MATCHA MILKSHAKE,,2.0,1787837.84
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,OREO MILKSHAKE,,28.0,20023783.93
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,PISTACHIO MILKSHAKE,,8.0,7151351.37
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,,4.0,3098918.94
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,STRAWBERRY MILKSHAKE,,12.0,8581621.68
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,TOFFEE NUT MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Conut - Tyre,Shakes,Shakes,VANILLA MILKSHAKE,,18.0,9654324.2
30-Jan-26,Years:2025 Months:0,Conut - Tyre,coffee type,coffee type,DECAF,,19.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,coffee type,coffee type,REGULAR.,,240.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,CARAMEL DIP.(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,CHERRY JAM DIP.(P),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,DARK CHOCOLATE DIP.(R),,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,LOTUS DIP.(R),,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,NO DIP,,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,NUTELLA DIP.(R),,100.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,PASSION FRUITS DIP.(P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,PISTACHIO DIP.(P),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,SALTED CARAMEL DIP.(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free dip,free dip,WHITE CHOCOLATE DIP.(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free mini spread,FREE MINI SPREAD,LOTUS SPREAD MINI.,,8.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free mini spread,FREE MINI SPREAD,NO SPREAD .,,85.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free mini spread,FREE MINI SPREAD,NUTELLA SPREAD MINI.,,526.0,0.0
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free mini spread,FREE MINI SPREAD,PISTACHIO SPREAD MINI.,,4.0,121837.83
30-Jan-26,Years:2025 Months:0,Conut - Tyre,free mini spread,FREE MINI SPREAD,WHITE CHOCOLATE SPREAD MINI.,,158.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,"CARAMEL SAUCE,",,20.0,1801081.04
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,CHOCOLATE SAUCE,,14.0,1260756.73
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,EXTRA DECAF ESPRESSO SHOT,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,EXTRA ESPRESSO SHOT,,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,HAZELNUT SYRUP,,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,SALTED CARAMEL SYRUP,,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,STRAWBERRY DRESSING,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,SWEETENED CREAM,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,,16.0,1440864.84
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,WHITE CHOCOLATE FLAVOUR,,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,Bev Add-ons,Bev Add-ons,WHITE CHOCOLATE SAUCE,,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BLUEBERRIES.,,26.0,6197837.76
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BROWNIES.,,27.0,4827162.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CARAMEL SAUCE.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRISPY CREPE.,,5.0,893918.91
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED LOTUS.,,10.0,1787837.81
30-Jan-26,Years:2025 Months:0,Conut Jnah,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED OREO.,,12.0,2145405.38
